Symbol,PE Ratio,Market Cap,Forward PE,Forward PS,P/OCF,Fwd EV/S,EV/EBIT,Earnings Yield,Ent. Value,EV/Sales,EV/EBITDA,P/EBITDA,FCF / EV,P/FCF,PS Ratio,PB Ratio,PEG Ratio,EV/Earnings,EV/FCF,FCF Yield,P/TBV,Div. Yield,Div. Growth,Payout Ratio,Shareh. Yield,Div. ($),Years,Last Div.
FRME,9.95,1987555925,8.58,2.77,7.47,3.85,11.91,10.04%,2759233925,4.52,10.67,,9.65%,7.47,3.25,0.86,2.68,13.83,10.36,13.39%,1.28,4.12%,2.94%,41.06%,5.72%,1.40,10,0.35
SSRM,,2084116020,8.88,1.43,51.93,1.38,,-12.54%,2010295020,2.02,,8.97,-4.90%,,2.09,0.67,,,,-4.73%,0.65,,,,0.75%,,0,0.07
FORM,29.47,2021692988,19.44,2.54,17.20,2.12,21.23,3.44%,1694418988,2.22,14.17,26.22,4.67%,25.56,2.65,2.13,0.71,24.34,21.42,3.91%,2.74,,,,-0.36%,,0,0.00
JOYY,,99978503,,,,,,,,,,11.93,,,,,,,,,1.03,2.41%,,,2.41%,0.93,0,0.93
AIN,22.91,1962696828,18.71,1.54,8.99,1.70,16.25,4.46%,2165944828,1.76,9.73,8.60,6.38%,14.20,1.59,2.08,2.00,24.72,15.67,7.04%,2.72,1.70%,3.92%,38.57%,1.50%,1.08,7,0.27
ATKR,5.39,1931487005,8.92,0.66,4.15,0.88,4.99,19.72%,2568234005,0.84,3.84,3.05,12.46%,6.04,0.63,1.28,1.39,6.74,8.02,16.57%,2.24,2.26%,,12.28%,8.76%,1.28,1,0.32
SSL,,2003363955,7.81,0.02,1.31,0.05,,-120.03%,6469013251,0.43,,0.70,-0.54%,,0.13,0.27,0.14,,,-1.74%,0.25,,,,-0.79%,,0,0.10
KAR,40.78,1961709939,19.35,1.08,6.73,1.13,6.80,5.60%,2060909939,1.15,5.17,5.15,11.61%,8.20,1.10,1.46,1.34,18.75,8.61,12.20%,,,,,1.09%,,,0.19
BANR,11.56,1942154328,10.68,3.24,6.62,3.41,9.77,8.70%,2046780328,3.41,8.89,,13.65%,6.95,3.23,1.09,2.18,12.12,7.32,14.39%,1.39,3.40%,,39.34%,2.88%,1.92,0,0.48
BB,,1851306570,33.44,3.32,112.20,3.09,,-4.27%,1723906570,3.22,,30.72,0.78%,138.16,3.46,2.57,,,128.65,0.72%,9.74,,,,-0.24%,,0,0.00
DKL,11.96,1919418138,8.94,1.85,9.30,3.64,12.84,7.39%,3777992138,4.02,9.48,6.46,2.31%,22.02,2.04,54.03,0.77,26.62,43.34,4.54%,,12.19%,4.93%,145.99%,3.16%,4.37,10,1.11
CRGY,,1939842799,3.81,0.50,1.59,1.23,68.07,-5.91%,4804667799,1.64,4.71,1.54,12.32%,3.28,0.66,0.62,,,8.11,30.53%,0.62,6.46%,,,-10.79%,0.48,0,0.12
PK,9.00,1835953080,11.53,0.68,4.28,2.30,14.56,11.55%,6186953080,2.38,9.07,3.03,3.26%,9.09,0.71,0.50,0.55,29.18,30.63,11.00%,0.51,14.85%,-37.78%,138.61%,18.23%,1.40,0,0.25
PGNY,38.61,1873967802,34.54,1.54,10.46,1.36,19.98,2.90%,1662426802,1.42,19.25,26.61,10.45%,10.79,1.61,4.44,,30.60,9.57,9.27%,4.64,,,,5.19%,,0,0.00
NWL,,1906690940,6.21,0.26,3.84,0.90,192.05,-11.33%,6721690940,0.89,18.78,2.24,3.53%,8.05,0.25,0.69,1.42,,28.36,12.43%,,6.15%,,,5.80%,0.28,0,0.07
TRMK,8.45,1866836366,8.91,2.29,15.97,2.67,10.28,11.95%,2178782366,4.19,8.72,,4.16%,20.61,3.59,0.95,2.73,9.77,24.06,4.85%,1.15,3.09%,1.09%,26.33%,2.95%,0.96,0,0.24
LGF.A,,1711682154,6.68,0.40,4.31,1.36,,-64.43%,5815682154,1.45,6.28,4.78,6.23%,4.73,0.43,,0.45,,16.06,21.15%,,,,,-2.50%,,,0.09
SBCF,15.45,1877525985,12.50,3.21,10.44,3.38,12.72,6.44%,1981740985,3.97,12.08,,8.87%,10.68,3.76,0.86,2.19,16.38,11.27,9.37%,1.35,3.28%,,50.70%,2.41%,0.72,4,0.18
QDEL,,1739991407,10.80,0.62,20.96,1.53,,-117.93%,4291991407,1.54,,3.30,-2.61%,,0.63,0.58,7.19,,,-6.44%,,,,,-0.60%,,0,0.00
SMA,,1642831916,,,25.66,,42.98,-1.12%,2930965916,12.37,23.58,14.44,-3.33%,,6.93,5.04,,,,-5.94%,7.09,1.91%,,,2.18%,0.61,0,0.00
FIVN,,1787969416,8.86,1.53,12.49,1.73,979.65,-0.72%,2015143416,1.93,28.66,75.92,3.90%,22.76,1.72,2.87,0.73,,25.65,4.39%,9.34,,,,-3.41%,,0,0.00
WERN,51.49,1755933036,23.31,0.56,5.33,0.75,28.72,1.95%,2365181036,0.78,6.35,5.13,4.01%,18.51,0.58,1.21,2.07,69.09,24.94,5.40%,1.40,1.96%,,102.16%,3.63%,0.56,0,0.14
FSM,15.24,1914267360,8.18,,4.56,,8.36,6.73%,1876947360,1.77,4.13,3.71,11.50%,8.87,1.80,1.36,,14.58,8.70,11.27%,1.25,,,,-5.31%,,0,0.00
PINC,49.20,1756297839,14.03,1.76,3.99,2.50,148.77,-0.27%,2490617839,2.11,17.95,5.08,14.80%,4.77,1.49,1.02,1.63,,6.76,20.98%,2.94,4.27%,,,25.33%,0.84,0,0.21
PBF,,1718529280,16.67,0.06,39.60,0.12,,-31.06%,3485129280,0.11,,,-26.52%,,0.05,0.31,2.51,,,-53.78%,0.31,7.36%,16.67%,,17.64%,1.10,2,0.28
FIHL,15.91,1823025246,6.25,0.64,2.95,0.46,7.79,6.21%,1325325246,0.55,8.48,10.32,46.30%,2.97,0.75,0.74,,11.70,2.16,33.66%,0.71,2.56%,,40.82%,1.42%,0.40,1,0.10
SUPN,23.36,1722993615,14.99,2.69,10.02,2.03,13.25,4.29%,1296763615,1.96,7.27,12.14,13.20%,10.06,2.60,1.66,1.47,17.56,7.57,9.94%,4.34,,,,-0.81%,,0,0.00
SYNA,10.86,1826879292,11.33,1.59,29.14,1.80,,9.25%,2063279292,2.04,33.77,31.74,1.56%,56.74,1.81,1.33,0.48,12.22,64.08,1.76%,5.81,,,,-1.53%,,0,0.00
PLTK,11.13,1837196295,7.25,0.64,3.75,1.32,9.62,8.83%,3766696295,1.48,6.76,2.96,10.53%,4.63,0.72,,,23.22,9.49,21.60%,,8.02%,,91.69%,6.82%,0.40,1,0.10
LIVN,29.58,1869973679,9.21,1.41,10.22,1.37,11.99,3.38%,1814150679,1.45,8.96,8.98,7.49%,13.76,1.49,1.42,1.52,28.69,13.35,7.27%,5.60,,,,-0.67%,,0,0.00
AMBA,,1842207534,1452.91,5.36,54.45,4.65,,-6.36%,1597200534,5.61,,,1.47%,78.54,6.47,3.28,4.97,,68.10,1.27%,8.78,,,,-3.57%,,0,0.00
VAC,9.42,1825984422,7.57,0.35,8.91,1.27,13.91,11.94%,6522984422,1.31,10.61,2.77,1.50%,18.63,0.37,0.75,1.48,29.92,66.56,5.37%,,5.98%,4.73%,56.13%,7.69%,3.16,4,0.79
KWR,15.93,1832118912,12.93,0.98,8.96,1.27,11.45,6.37%,2370434912,1.29,8.14,6.46,6.87%,11.25,1.00,1.35,2.67,20.32,14.56,8.89%,241.87,1.87%,6.11%,29.80%,3.02%,1.94,10,0.49
CCS,5.70,1818252912,5.54,0.37,14.47,0.63,7.14,18.36%,3141463912,0.71,6.77,3.90,2.01%,28.78,0.41,0.69,0.45,9.41,49.72,3.48%,0.72,1.95%,12.63%,11.15%,2.25%,1.16,4,0.29
LMAT,41.21,1794311044,35.67,7.31,40.67,6.84,29.44,2.45%,1680274044,7.64,25.17,28.98,2.21%,48.28,8.16,5.32,2.05,38.16,45.21,2.07%,7.62,0.98%,17.24%,41.45%,-0.63%,0.80,10,0.20
WRBY,,1833428239,43.28,2.04,18.57,2.00,,-1.11%,1804622239,2.34,92.75,106.17,1.92%,52.82,2.38,5.39,,,51.99,1.89%,5.39,,,,-2.55%,,0,0.00
ESBA,23.93,1817242742,,,6.97,,19.94,4.19%,3843575742,5.01,10.18,5.62,2.18%,21.65,2.37,1.02,,50.47,45.79,4.62%,1.94,2.06%,,50.00%,0.78%,0.14,0,0.04
ENOV,,1845898977,9.94,0.81,16.26,1.40,,-44.72%,3179692977,1.51,,5.44,-2.11%,,0.88,0.72,1.90,,,-3.64%,,,,,-2.35%,,,16.67
STC,25.04,1845518685,13.59,0.66,13.61,0.79,18.38,3.97%,2193896685,0.91,12.12,9.40,4.34%,19.40,0.76,1.32,3.04,29.93,23.06,5.16%,25.94,3.00%,5.33%,76.63%,0.79%,2.00,4,0.50
ADUS,24.06,1849456033,16.90,1.28,15.88,1.40,18.90,3.98%,2023671033,1.75,16.78,13.72,5.46%,16.75,1.60,1.91,1.06,27.50,18.33,5.97%,,,,,-6.55%,,0,0.00
UTZ,66.95,1094706096,14.91,0.76,10.31,1.26,18.32,1.46%,1824429096,1.29,10.70,13.84,1.37%,43.88,0.78,1.56,,114.21,73.13,2.28%,,2.20%,23.04%,148.95%,-3.14%,0.28,5,0.07
EVCM,,1810966375,16.13,2.63,16.00,3.20,8742.56,-2.27%,2203126375,3.15,24.73,15.18,4.28%,19.21,2.59,2.41,0.52,,23.37,5.20%,,,,,2.14%,,0,0.00
VC,6.85,1820892820,7.67,0.47,4.26,0.42,5.35,15.05%,1620892820,0.42,4.06,4.51,17.89%,6.28,0.47,1.48,1.21,5.92,5.59,15.93%,1.69,,,,0.69%,,,43.40
RXRX,,1629672000,,21.15,,14.80,,-28.45%,1140769000,19.39,,,-32.69%,,27.70,1.57,,,,-22.88%,3.02,,,,-31.92%,0.00,0,0.00
ROOT,65.53,1816171881,5.60,1.43,9.28,1.12,19.37,1.61%,1415971881,1.20,16.09,21.55,12.99%,9.88,1.54,8.92,,48.49,7.70,10.13%,10.63,,,,-17.36%,0.00,0,0.00
PPBI,11.35,1807244372,14.03,3.42,7.98,2.78,6.91,8.79%,1469117372,2.39,6.24,,15.17%,8.11,2.94,0.61,2.98,9.25,6.59,12.33%,0.89,7.12%,,80.06%,6.65%,1.32,0,0.33
LGF.B,,1735630266,5.98,0.41,,1.41,,-16.36%,6036130266,1.56,3.36,4.68,-7.17%,,0.45,,0.40,,,-24.94%,,,,,-2.17%,,,0.09
HG,4.82,1801634786,6.31,,2.37,,1.97,22.23%,850727786,0.37,1.90,2.70,89.25%,2.37,0.77,0.77,,2.12,1.12,42.15%,0.80,,,,12.95%,0.00,0,0.00
RNST,8.46,2626710568,9.93,2.70,20.30,2.13,8.46,7.44%,2073310568,2.93,7.48,,5.60%,22.62,3.72,0.98,1.80,10.61,17.85,4.42%,1.05,3.22%,,26.91%,-10.10%,0.88,0,0.22
NVCR,,1767433200,909.09,2.85,,2.39,,-9.54%,1480664200,2.45,,,-4.68%,,2.92,4.91,-0.47,,,-3.92%,4.91,,,,-1.36%,,0,0.00
GB,27.10,1466053785,20.96,2.63,8.58,3.54,10.24,4.51%,1973016905,3.89,7.84,11.60,8.32%,8.93,2.89,10.25,,29.82,12.02,11.19%,,,,,-4.85%,,0,0.00
ENLT,40.28,1726341000,8.03,,8.94,,26.48,2.56%,4510424000,11.31,16.15,6.56,-15.66%,,4.33,1.46,,102.03,,-40.91%,1.97,,,,0.44%,,0,0.00
COCO,32.48,1739788533,27.50,2.98,40.56,2.69,22.23,3.22%,1573750533,3.05,21.69,23.33,2.66%,41.50,3.37,6.72,,28.13,37.54,2.41%,6.93,,,,-0.92%,,0,0.00
NATL,19.37,1748565115,6.04,0.39,5.08,0.94,9.32,5.20%,4165565115,0.96,5.68,2.09,4.92%,8.53,0.41,6.73,,45.78,20.32,11.72%,,,,,-5.10%,,,0.14
SJW,18.03,1766781302,17.51,2.31,9.04,4.69,20.57,5.32%,3585343302,4.79,12.39,5.95,-4.03%,,2.36,1.29,3.83,38.16,,-8.18%,2.54,3.23%,5.19%,58.54%,-0.30%,1.68,57,0.42
LBRT,5.71,1735371840,17.66,0.42,2.09,0.55,5.16,18.21%,2248993840,0.52,2.39,1.95,9.00%,8.58,0.40,0.88,,7.12,11.12,11.66%,0.88,2.99%,25.00%,17.11%,6.90%,0.32,2,0.08
TDW,9.99,1746898588,7.95,1.21,6.38,1.42,6.77,10.34%,2057044588,1.53,4.47,3.91,11.97%,7.09,1.30,1.57,-0.04,11.39,8.35,14.10%,1.57,,,,-0.25%,,,0.01
ARDT,7.62,1726561492,6.64,0.27,5.48,0.53,10.04,12.18%,3405584492,0.57,7.01,3.11,3.74%,13.54,0.29,1.53,,16.19,26.71,7.39%,8.50,,,,-5.26%,,0,0.00
CPRI,,1725023300,15.73,0.41,3.55,1.07,,-58.49%,4486023300,0.97,,5.04,7.47%,5.15,0.37,1.62,0.83,,13.39,19.42%,,,,,-0.32%,,0,0.00
UPWK,8.33,1710859800,11.41,2.23,11.14,1.90,16.10,12.60%,1456253800,1.89,13.47,19.30,9.55%,12.30,2.22,2.97,0.81,6.75,10.47,8.13%,3.89,,,,0.86%,,0,0.00
BBUC,,1698573000,,,,,,-52.28%,9013573000,1.10,15.65,2.04,-4.52%,,0.21,,,,,-23.96%,,1.06%,,,1.02%,0.25,0,0.06
KEN,2.86,1693536025,,,6.39,,2.41,35.29%,1815471025,2.42,2.14,12.11,-4.16%,,2.25,1.05,,3.04,,-4.46%,1.11,14.40%,26.32%,42.33%,16.69%,4.80,1,4.80
PRDO,11.85,1708498656,10.56,2.03,10.57,1.40,5.82,8.64%,1174966656,1.72,5.42,8.85,13.36%,10.88,2.51,1.78,0.69,7.96,7.49,9.19%,2.82,2.02%,,23.74%,2.87%,0.52,2,0.13
CERT,,1692299180,21.60,3.93,21.03,4.23,419.67,-0.71%,1819707180,4.72,25.14,16.84,3.27%,28.48,4.39,1.60,,,30.62,3.51%,,,,,-0.92%,0.00,0,0.00
ZGN,21.25,1677131200,17.18,,5.37,,14.12,4.79%,2667441761,1.32,5.89,6.23,6.44%,9.76,0.83,1.64,,33.22,15.52,10.24%,5.37,1.96%,18.26%,41.50%,-0.52%,0.13,3,0.13
HSAI,,1319926668,0.94,1.07,152.03,0.79,,-1.06%,977601287,3.44,88.54,,-2.74%,,4.64,2.46,,,,-2.03%,3.30,,,,-3.53%,,0,0.00
HRMY,11.27,1629782280,8.58,1.89,7.41,1.56,6.41,8.93%,1341862280,1.88,5.75,7.55,16.30%,7.45,2.28,2.47,,9.22,6.14,13.42%,2.97,,,,4.15%,,0,0.00
SXI,31.04,1687567014,16.76,1.97,21.22,2.49,26.97,3.23%,2134631014,2.97,19.61,12.28,2.54%,31.17,2.35,2.57,0.95,39.21,39.43,3.21%,,0.86%,6.90%,28.09%,-0.42%,1.28,10,0.32
NWN,19.83,1619800818,14.07,1.26,7.02,2.47,13.32,4.87%,3178992818,2.76,8.19,4.52,-3.87%,,1.40,1.22,2.15,40.31,,-7.60%,1.35,4.81%,0.51%,96.55%,-2.28%,1.96,70,0.49
NAMS,,1640680920,,383.57,,188.65,,-14.73%,806938920,17.00,,,-19.73%,,34.57,2.17,,,,-9.71%,2.16,,,,5.10%,,0,0.00
ASTH,36.21,1638412993,24.19,0.58,31.39,0.65,16.98,2.63%,1819418993,0.89,12.96,13.93,2.43%,37.10,0.81,2.30,,42.17,41.19,2.70%,9.32,,,,3.48%,,0,0.00
MTRN,273.79,1591860232,13.88,0.92,18.13,1.21,42.13,0.37%,2092185232,1.24,17.68,7.85,0.39%,193.85,0.94,1.83,2.35,355.33,254.77,0.52%,3.21,0.71%,3.85%,192.86%,0.63%,0.54,10,0.14
ARQT,,1566021600,,5.09,,4.71,,-8.94%,1448034600,7.37,,,-7.76%,,7.97,9.94,,,,-7.17%,10.64,,,,-74.53%,,0,0.00
KLG,22.70,1619640878,12.36,0.59,16.20,0.81,19.21,4.45%,2209640878,0.82,11.45,5.38,-1.31%,,0.60,5.11,0.29,30.69,,-1.79%,7.85,3.52%,,80.49%,2.92%,0.66,2,0.17
OII,11.33,1649478720,9.46,0.58,8.12,0.66,7.12,8.94%,1872296720,0.70,5.11,4.70,5.14%,17.13,0.62,2.31,68.34,12.70,19.44,5.84%,2.60,,,,-0.21%,,,0.15
PLYA,23.87,1708421220,27.09,1.83,15.10,2.77,15.13,4.32%,2588686220,2.76,10.37,7.07,0.63%,105.15,1.82,3.55,,35.07,159.32,0.95%,3.92,,,,12.50%,,0,0.00
SHO,57.82,1628705905,36.01,1.62,9.56,2.30,24.94,1.72%,2301494905,2.54,10.68,8.01,-9.40%,,1.80,0.77,1.21,82.10,,-13.28%,0.89,4.42%,12.50%,261.61%,5.95%,0.36,3,0.09
HE,,1634380650,8.21,,3.35,,,-87.25%,3722830650,1.16,,3.27,3.85%,11.41,0.51,1.10,6.32,,25.99,8.76%,1.11,,,,-15.35%,,,0.36
BHC,,1672044063,0.99,0.17,1.05,2.20,13.97,-2.75%,22087044063,2.29,7.76,0.53,5.69%,1.33,0.17,,0.63,,17.57,75.18%,,,,,-0.85%,0.00,,1.00
IQ,16.45,237300600,6.92,0.01,0.82,0.05,6.04,44.11%,1559621059,0.39,1.19,1.27,16.98%,0.90,0.06,0.13,0.49,14.90,5.89,111.60%,5.25,,,,0.35%,,0,0.00
TRIP,288.13,1617899335,7.97,0.82,11.24,0.73,10.86,0.31%,1443899335,0.79,6.62,10.86,4.85%,23.11,0.88,1.72,0.09,288.78,20.63,4.33%,,,,,,,,3.50
MSDL,6.72,1604499380,8.71,,,,12.64,14.89%,3026398380,11.26,,,,,5.97,0.87,,12.67,,,,11.03%,,,11.03%,2.00,2,0.50
CHCO,13.81,1602937629,14.04,5.25,12.15,6.07,12.82,7.31%,1853203629,6.35,12.46,,6.98%,12.40,5.49,2.19,1.88,15.83,14.33,8.07%,2.83,2.88%,10.38%,40.05%,3.99%,3.16,10,0.79
DESP,237.75,1589838054,44.44,1.97,22.16,1.74,12.27,2.12%,1408122054,1.86,8.80,9.41,2.31%,48.97,2.10,,,41.82,43.37,2.04%,,,,,13.57%,,0,0.00
AESI,24.53,1675720121,9.70,1.30,6.53,1.66,18.65,3.58%,2134111121,2.02,9.32,6.75,-5.51%,,1.59,1.62,,35.60,,-7.01%,1.93,6.96%,3.30%,170.91%,-46.58%,0.94,2,0.25
GDRX,107.13,1643765979,10.36,1.95,8.94,2.07,20.61,1.00%,1738806979,2.19,11.00,16.51,6.53%,14.48,2.07,2.27,,106.09,15.31,6.91%,12.00,,,,4.42%,,0,0.00
TWFG,155.34,439894512,44.90,1.82,10.87,1.02,37.89,0.62%,244875512,1.20,12.54,42.47,15.22%,11.80,2.16,5.95,,89.21,6.57,8.47%,1826.79,,,,-2271.57%,,0,0.00
CMBT,1.80,1555679147,5.89,1.47,3.39,3.43,3.49,55.98%,3636491147,2.24,3.01,3.06,29.09%,1.47,0.96,1.30,-3.43,4.18,3.44,68.01%,1.39,70.93%,,128.83%,73.83%,5.72,2,1.15
HMN,16.11,1636734603,10.31,0.93,3.62,1.23,13.15,6.28%,2145634603,1.35,11.32,8.63,21.07%,3.62,1.03,1.27,2.52,20.87,4.75,27.62%,1.34,3.47%,3.01%,56.45%,3.23%,1.40,10,0.35
REVG,17.43,1609165728,12.30,0.66,14.63,0.71,11.99,5.79%,1748965728,0.75,10.24,10.94,5.29%,17.40,0.69,3.75,0.95,18.79,18.91,5.75%,8.21,0.76%,-93.12%,13.58%,13.15%,0.24,1,0.06
DIOD,37.01,1638679470,22.82,1.14,13.72,0.96,23.52,2.69%,1368579470,1.04,7.01,8.64,3.45%,34.70,1.25,0.91,0.88,31.09,28.98,2.88%,1.05,,,,-0.21%,,0,0.00
RAMP,2489.00,1636783823,12.46,2.04,13.75,1.56,54.73,0.00%,1251918823,1.72,31.22,65.42,9.30%,14.05,2.25,1.71,0.59,15648.99,10.75,7.12%,3.78,,,,0.38%,,,0.06
ROCK,12.06,1583425984,10.77,1.09,9.09,0.93,8.04,8.67%,1349070984,1.03,6.92,8.65,11.44%,10.26,1.21,1.51,1.02,9.82,8.74,9.75%,3.74,,,,0.05%,,,0.05
CNMD,12.41,1634611888,11.94,1.18,9.79,1.82,12.56,8.10%,2515933888,1.92,11.60,7.10,6.12%,10.62,1.25,1.70,5.29,19.00,16.35,9.41%,,1.55%,,18.82%,1.09%,0.80,0,0.20
CC,18.68,1591546650,5.55,0.26,,0.85,13.12,5.40%,5130546650,0.89,7.41,2.15,-19.35%,,0.28,2.64,1.67,59.66,,-62.39%,2.87,9.25%,,175.44%,8.78%,1.00,0,0.25
SPB,15.00,1602648080,10.63,0.53,16.96,0.68,9.02,7.44%,2060548080,0.69,6.26,5.29,2.57%,30.24,0.54,0.79,2.02,17.27,38.88,3.31%,7.68,3.04%,30.95%,45.63%,20.64%,1.88,1,0.47
CSGS,19.29,1681511652,12.30,1.35,12.39,1.69,14.67,5.17%,2094306652,1.75,9.73,8.76,5.41%,14.84,1.40,5.95,1.19,24.11,18.49,6.74%,,2.13%,7.02%,42.24%,6.94%,1.28,10,0.32
CASH,9.64,1576664460,8.62,1.84,4.45,1.18,5.02,10.92%,1012648460,1.41,3.90,,14.11%,11.04,2.19,2.03,,5.88,7.09,9.06%,3.40,0.30%,,2.91%,7.48%,0.20,0,0.05
GNL,,1602787935,,2.12,5.35,7.85,29.75,-10.94%,5945011935,7.39,10.79,2.68,17.78%,1.52,1.99,0.73,,,5.62,65.96%,0.75,14.62%,-26.61%,,-46.85%,1.01,0,0.19
EVT,,1555335522,,,13.24,,,-13.55%,2002335522,,,,5.87%,13.24,,0.88,,,17.04,7.55%,0.79,9.23%,9.65%,29.81%,9.02%,1.98,1,0.16
JANX,,1588156724,,958.16,,353.06,,-4.34%,585192724,55.27,,,-7.55%,,150.00,1.55,,,,-2.78%,1.50,,,,-22.12%,,0,0.00
DHT,8.83,1587115830,8.82,3.59,5.31,4.34,9.03,11.43%,1918396830,3.36,5.92,5.59,10.51%,7.87,2.78,1.53,3.77,10.58,9.51,12.70%,1.53,9.65%,-4.04%,84.82%,10.19%,0.95,0,0.17
KLIC,270.91,1596157680,19.26,2.02,27.87,1.39,47.33,0.21%,1095406680,1.56,24.39,33.19,3.23%,45.12,2.28,1.64,1.31,327.67,30.97,2.22%,1.85,2.76%,3.85%,1346.60%,7.48%,0.82,7,0.21
MNR,6.90,1557282283,5.13,1.50,3.08,2.14,7.65,11.89%,2217673283,2.29,3.95,2.76,14.66%,4.79,1.61,1.30,,11.98,6.82,20.87%,1.29,21.02%,,144.93%,17.76%,2.75,1,0.50
ATRC,,1546550544,,2.90,126.72,2.81,,-2.89%,1500359544,3.22,,,0.05%,2008.51,3.32,3.36,,,1948.52,0.05%,9.11,,,,-1.42%,,0,0.00
SBLK,4.70,1542575760,8.64,1.58,3.27,2.62,6.46,19.75%,2562337760,2.02,4.43,3.09,28.07%,2.14,1.22,0.62,1.95,8.41,3.56,46.63%,0.63,16.25%,50.70%,76.43%,6.37%,2.14,1,0.09
PAX,23.18,1520460168,7.24,3.59,9.54,,,4.18%,,,,8.46,,10.20,4.63,,,,,9.80%,,6.14%,-27.91%,125.55%,3.74%,0.60,0,0.15
IHS,,1533828370,16.05,0.89,1.98,2.82,9.25,-106.40%,4856365370,2.84,9.25,1.98,11.07%,2.85,0.90,,,,9.04,35.04%,,,,,-0.01%,0.00,0,0.00
DBD,,1523586225,9.96,0.40,10.21,0.59,11.04,-1.08%,2242486225,0.60,6.69,3.59,4.91%,13.84,0.41,1.64,,,20.37,7.23%,,,,,,,,0.10
EXTR,,1516725875,13.00,1.27,,1.32,,-8.03%,1578008875,1.55,,,-2.20%,,1.49,29.62,0.63,,,-2.29%,,,,,-1.97%,,0,0.00
VNET,349.49,250860216,37.17,0.05,0.91,0.53,21.86,10.00%,2445925634,2.16,7.40,5.05,-16.31%,,0.22,0.29,-5.38,97.46,,-159.04%,2.67,,,,-93.35%,,0,0.00
INSW,3.65,1504367810,6.38,1.85,2.75,2.53,4.42,27.70%,2058600810,2.16,3.35,2.83,16.46%,4.44,1.58,0.81,,4.94,6.08,22.52%,0.81,16.80%,-8.20%,61.46%,16.32%,5.15,0,0.70
MBC,12.25,1501152593,7.71,0.51,5.14,0.84,10.16,8.39%,2462852593,0.91,7.71,4.26,8.57%,7.11,0.56,1.16,,19.56,11.67,14.06%,,,,,-0.77%,,0,0.00
CNTA,,1494757985,,,,,,-15.77%,1129806985,,,,-12.58%,,,3.72,,,,-9.51%,3.74,,,,-19.02%,,0,0.00
VITL,27.78,1455186600,28.72,2.01,22.45,1.81,19.16,3.67%,1313603600,2.17,15.30,18.93,2.75%,40.22,2.40,5.40,,24.60,36.31,2.49%,5.58,,,,-4.19%,,0,0.00
UTI,27.38,1484891127,31.54,1.77,15.15,1.90,21.07,3.43%,1593299127,2.10,12.46,14.35,4.66%,20.01,1.96,5.30,2.27,31.30,21.47,5.00%,6.31,,,,-47.99%,,,0.02
BTDR,,1449522417,108.42,2.51,,2.15,,-41.33%,1242156417,3.55,,,-59.58%,,4.14,5.24,,,,-51.06%,9.12,,,,-24.37%,,0,0.00
MAG,18.83,1464852000,18.10,,,,15.75,5.31%,1304747000,,15.63,,-2.51%,,,2.48,,16.78,,-2.23%,2.47,1.27%,,24.00%,0.26%,0.18,0,0.18
PRM,,1453237731,11.65,2.72,7.71,3.63,,-0.41%,1944108731,3.47,30.19,23.46,8.89%,8.41,2.59,1.26,,,11.25,11.89%,,,,,12.46%,,,0.07
MSGE,11.80,1474964420,16.65,1.47,16.11,2.47,19.81,8.56%,2483713420,2.59,14.30,7.96,2.55%,23.27,1.54,142.81,,19.67,39.19,4.30%,,,,,-0.66%,,0,0.00
PACS,15.48,1468755038,5.57,0.33,,0.92,,6.28%,4068096038,1.14,,5.88,,,0.41,2.57,1.46,44.08,,,2.89,,,,-16.11%,,0,0.00
BEAM,,1452172800,,20.76,,10.79,,-25.94%,754713800,11.88,,,-47.20%,,22.86,1.98,,,,-24.53%,1.93,,,,-6.69%,,0,0.00
PHR,,1418471874,90.91,2.95,43.81,2.81,,-4.13%,1352054874,3.22,,,0.61%,171.07,3.38,5.36,,,163.06,0.58%,13.14,,,,-5.55%,,0,0.00
LUNR,,911913347,,2.82,,2.29,,-31.18%,739644347,3.24,,,-9.15%,,4.00,,,,,-7.42%,,,,,-140.22%,,0,0.00
SILA,34.11,1410568172,27.56,7.10,10.62,9.73,30.28,3.02%,1934138172,10.35,13.95,10.05,-0.87%,,7.55,1.01,,45.34,,-1.19%,1.12,4.75%,,159.97%,5.68%,1.20,1,0.40
MGNI,60.88,1392342740,10.24,2.02,5.92,2.21,28.36,1.64%,1517936740,2.27,14.15,14.27,12.39%,7.40,2.08,1.81,,66.62,8.07,13.51%,,,,,-7.46%,,0,0.00
IDYA,,1365583440,4.65,146.77,,76.06,,-20.10%,707630440,101.09,,,-35.53%,,195.08,1.29,,,,-18.41%,1.29,,,,-42.00%,,0,0.00
UMH,556.67,1380346352,82.67,5.26,16.92,7.22,38.90,0.18%,1895348352,7.88,17.39,13.35,-2.84%,,5.74,1.51,-14.50,766.73,,-3.90%,2.32,5.39%,4.82%,3000.00%,-12.23%,0.90,4,0.23
GRDN,,1355927339,26.93,1.00,23.39,1.01,,-8.12%,1381400339,1.12,,,3.01%,32.60,1.10,9.50,,,33.21,3.07%,23.19,,,,,,0,0.00
AFYA,17.15,1587394741,11.12,0.42,6.54,0.52,10.41,5.90%,1970651837,4.02,8.02,8.08,11.14%,7.23,3.24,2.19,,21.03,8.98,13.83%,,1.33%,,20.71%,1.33%,0.23,0,0.23
