Symbol,Total Cash,Debt Growth (QoQ),Net Cash,Total Debt,Net Cash Growth,Debt Growth (3Y),Debt Growth (YoY),Debt Growth (5Y),Cash / M.Cap,ROE,ROCE,ROIC (5Y),ROA,ROE (5Y),Rev / Employee,ROIC,ROA (5Y),Prof / Employee,Asset Turnover,F-Score,Inv. Turnover,Z-Score,Stock Price,Volume,RSI,RSI (W),RSI (M),EPS
SELF,7210061,-0.84%,-9146521,16356582,,-2.99%,-3.22%,-7.19%,-16.60%,4.50%,,4.14%,3.20%,4.58%,379705,4.54%,3.20%,64356,0.19,5,,,4.90000,46597,36.10,40.70,47.73,0.19
SOTK,12681178,,12681178,,0.71%,,,,22.24%,6.50%,7.10%,8.17%,4.70%,11.26%,214374,3.57%,7.92%,11727,0.86,4,2.34,7.00,3.50000,4095,48.54,38.54,39.36,0.07
BAFN,77788000,10.49%,55388000,22400000,47.99%,-35.21%,6.89%,,95.82%,10.70%,,4.08%,0.90%,12.38%,280164,9.49%,0.84%,36997,0.07,4,,,13.28000,4016,24.36,42.31,48.10,2.62
STEM,56299000,-0.07%,-541107000,597406000,,12.56%,-0.59%,31.52%,-941.03%,,-270.74%,-153.14%,-115.70%,115.52%,254102,-421.77%,-45.48%,-1500903,0.20,2,8.28,-11.12,0.33550,1651800,39.07,39.35,36.58,-5.29
BUJA,,,,,,,,,,,,,,,,,,,,1,,,11.12990,590,46.58,48.31,66.83,-1.29
BEAT,2377000,,2377000,,-85.32%,,,,4.28%,-280.80%,-1175.82%,-340.72%,-230.90%,-128.44%,,-1202.36%,-846.14%,-926095,,1,,,1.63000,55290,32.07,36.28,41.53,-0.73
ZENA,4055553,6.04%,-3178810,7234363,,,,,-6.15%,-30.80%,-9.92%,,-17.50%,,178510,-9.44%,,-407432,0.08,0,,,2.19000,114164,35.98,38.95,0.00,-0.22
JZXN,943435,,943435,,-84.14%,,,,1.80%,-935.10%,-701.22%,-150.76%,-537.40%,-235.44%,42428,-661.32%,-128.96%,-1791907,0.13,2,,-13.19,4.99000,104184,58.50,59.58,13.53,-6.60
XTNT,6221000,-2.24%,-28922000,35143000,,27.78%,49.17%,-14.86%,-52.15%,-36.30%,-18.55%,-10.51%,-17.20%,-10.92%,505461,-15.46%,-11.38%,-70901,1.23,2,1.30,-1.90,0.39500,2599,35.93,38.22,38.96,-0.12
RAND,834805,-84.62%,234805,600000,,,-96.31%,-43.89%,0.40%,13.30%,,3.56%,10.80%,10.22%,2139821,7.33%,8.28%,2206903,0.11,6,,,18.49000,10183,41.46,45.16,54.73,3.42
IMAB,173398000,2.67%,169516000,3882000,,-30.87%,,,731.90%,-10.00%,-10.88%,-19.97%,-7.60%,-33.06%,,-25.08%,-26.92%,-101045,,0,,,0.67420,49123,29.68,28.73,31.56,-0.28
MAXN,52622000,-19.83%,-265882000,318504000,,20.84%,-26.80%,,-551.17%,,-290.24%,-40.84%,-85.10%,-109.40%,177215,-646.97%,-20.54%,-166863,0.90,2,3.45,-6.90,3.28000,302910,45.87,27.41,35.46,-553.47
LEE,6122000,-0.65%,-474601000,480723000,,-2.94%,-3.06%,2.10%,-876.12%,,-1.27%,-0.03%,-6.50%,1233.96%,197002,-2.38%,-0.46%,-14204,0.91,3,36.16,0.23,8.81000,6592,42.34,37.93,42.56,-7.26
SYT,21404985,34.90%,-217446700,238851686,,,97.72%,,-4.00%,4.40%,-0.03%,,0.90%,,1333525,1.66%,,20245,0.58,3,1.13,13.89,2.04500,3259,54.74,54.41,37.29,0.07
EDAP,33209079,74.44%,21695649,11513431,-48.29%,1.12%,79.02%,3.62%,38.17%,-41.30%,-37.03%,-15.66%,-22.60%,-17.02%,215437,-40.07%,-10.02%,-63905,0.76,3,2.24,,1.45000,44893,23.15,25.47,28.07,-0.53
TLYS,51728000,-3.79%,-154021000,205749000,,-7.34%,-15.88%,-6.60%,-268.85%,-41.50%,-14.81%,2.57%,-12.80%,6.50%,98410,-13.82%,2.18%,-8783,1.44,2,4.99,1.24,1.79000,51304,23.89,28.46,24.11,-1.77
INUV,2459245,-6.00%,1443164,1016081,-58.73%,6.14%,7.65%,-26.56%,2.68%,-42.30%,-38.34%,-41.34%,-19.30%,-41.20%,1021876,-38.05%,-24.74%,-70266,2.81,3,,-3.85,0.37710,781453,46.30,48.04,49.65,-0.04
EMCG,398483,,398483,,,,,,0.74%,-63.80%,1.43%,,1.90%,,,1.90%,,,,2,,,11.91000,657,37.38,59.55,86.59,0.23
LSF,8514152,-18.70%,8267722,246430,12.88%,,-35.60%,37.03%,15.44%,-14.10%,-13.19%,-65.36%,-9.90%,-51.18%,1546255,-16.16%,-41.28%,-65006,2.35,4,4.16,0.14,5.20500,7382,40.67,39.48,44.99,-0.18
REE,88798000,14.45%,46748000,42050000,,,,,56.10%,-163.10%,-94.57%,-114.63%,-82.90%,,2566,-94.74%,,-449553,0.01,1,,-10.13,2.75000,297807,29.55,32.17,21.61,-9.12
OWLT,20631000,-21.63%,8934000,11697000,555.47%,-10.88%,-23.02%,-12.07%,16.05%,,-82.93%,-268.06%,-35.30%,161.38%,918306,,-59.54%,-202553,1.60,4,4.55,-5.99,3.23000,88578,38.05,38.77,29.21,-1.57
RRGB,39401000,-1.40%,-537958000,577359000,,-4.41%,-5.33%,-4.19%,-1047.54%,,-11.59%,-11.66%,-11.40%,30.64%,58227,-10.76%,-11.02%,-3616,1.84,5,40.75,1.22,3.06000,239028,24.13,32.47,36.03,-4.93
AXTI,33811000,-12.14%,-15430000,49241000,,45.30%,-10.91%,42.29%,-27.37%,-5.90%,-3.45%,-0.78%,-3.30%,0.36%,65069,-6.12%,0.38%,-7612,0.28,3,0.88,0.72,1.21000,279853,34.02,31.54,35.59,-0.27
GIFT,3640432,-4.30%,-6050674,9691106,,38.89%,2.99%,,-10.71%,-82.00%,-78.31%,14.28%,-49.40%,,1389594,-60.34%,,-294251,2.33,3,18.33,-0.50,1.83000,28379,53.63,51.18,43.44,-0.73
GEG,108676000,4.35%,44830000,63846000,-23.26%,15.13%,-0.85%,-8.33%,84.14%,,3.25%,-6.00%,,-5.06%,619484,-0.18%,-0.60%,97,0.14,5,,-31.09,1.88000,16821,47.49,51.45,46.20,-0.01
VEEA,2802970,-40.83%,-10154023,12956993,,,936.56%,,-18.33%,,,,,,,,,,,2,,,1.49000,2892,37.19,16.69,0.00,
WYHG,76707,2.86%,60593,16114,52.95%,,,,0.02%,11.90%,-0.05%,,9.30%,,278492,10.32%,,33948,0.76,5,20.10,8634.53,7.47900,22222,34.54,55.68,0.00,0.24
CCLD,5145000,-10.08%,1675000,3470000,,-40.97%,-76.45%,-3.27%,3.09%,-9.90%,17.13%,-14.22%,-6.10%,-27.58%,30366,,-19.16%,-1222,1.51,7,117.12,2.23,1.25000,418382,31.84,35.28,39.66,-0.28
AVTX,134565000,,134565000,,1714.52%,,,,247.24%,-502.60%,-26.66%,-261.97%,-29.20%,-216.58%,19174,-51.50%,-94.70%,-1527348,0.00,1,,-1.38,4.94000,62809,29.57,35.31,32.81,-20.91
YI,81468915,-6.91%,51942046,29526869,8.60%,-20.16%,-45.99%,7.31%,89.96%,,0.25%,30.08%,-2.20%,-394.46%,1297878,-0.51%,-13.72%,-5835,5.00,6,9.67,3.43,6.15000,26368,30.18,42.45,33.95,-1.04
UYSC,,,,,,,,,,,,,,,,,,,,0,,,10.07000,320504,0.00,0.00,0.00,
NTRB,5698187,-6.46%,5497706,200481,,-3.74%,-91.11%,-0.44%,10.69%,-63.00%,-60.26%,-120.07%,-56.10%,-95.30%,155521,-52.77%,-63.86%,-526703,0.17,3,8.07,18.69,4.72000,14898,23.51,42.63,48.12,-0.71
FOSL,123598000,-6.22%,-192231000,315829000,,-5.58%,-18.74%,-10.90%,-352.13%,-56.10%,-21.85%,-10.69%,-12.60%,-26.92%,220190,-22.38%,-7.12%,-19744,1.41,5,2.54,1.34,0.98320,175134,37.25,34.94,36.81,-1.94
ASYS,13214000,-3.10%,-3813000,17027000,,7.91%,-19.00%,25.42%,-7.02%,1.40%,2.95%,-0.93%,1.00%,-4.28%,306948,1.19%,-3.10%,3610,0.84,6,2.12,1.78,3.65000,267204,22.81,30.30,37.16,0.08
GRWG,57511000,-5.40%,20480000,37031000,-9.75%,-6.68%,-12.80%,35.87%,40.08%,-33.90%,-32.84%,-22.97%,-24.00%,-22.40%,617209,-33.08%,-16.62%,-161797,0.92,2,2.76,-0.73,0.87610,421069,28.80,30.41,33.04,-0.82
HYPR,37673000,,37673000,,-50.30%,,,,73.03%,-65.20%,-81.16%,-40.22%,-56.10%,-77.42%,116126,-88.14%,-45.40%,-366847,0.18,3,1.13,-5.01,0.66700,111866,39.75,39.04,32.15,-0.56
BEDU,61395500,-0.52%,-147421358,208816858,,-66.73%,-89.89%,-40.45%,-1052.00%,-139.90%,-422.02%,-80.30%,-45.20%,-28.24%,77186,-406.84%,-9.48%,-65867,0.53,5,305.64,-11.05,1.74000,7760,52.71,49.52,35.89,-4.88
QRHC,396000,6.65%,-77520000,77916000,,6.92%,18.42%,76.61%,-139.85%,-24.20%,-3.40%,0.64%,-8.40%,-7.92%,1282364,-3.38%,-2.74%,-66947,1.62,4,,1.05,2.51000,51522,34.28,18.95,29.46,-0.73
MGX,253555000,-0.64%,207777000,45778000,-8.95%,,-5.08%,,397.00%,-30.10%,-29.09%,,-21.00%,,258886,-31.68%,,-386426,0.14,3,,-0.48,1.38000,235250,35.63,32.92,12.36,-2.36
ALCY,4779,15.68%,-430743,435522,,,168.33%,,-0.84%,,,,,,,,,,,1,,,11.35000,20805,59.92,60.03,84.65,0.32
CULP,7558000,47.56%,-2978000,10536000,,-1.85%,103.40%,18.99%,-5.78%,-32.60%,-26.42%,-9.70%,-16.90%,-13.46%,213992,-28.93%,-8.48%,-21896,1.65,1,4.01,2.08,4.08000,12787,31.16,36.05,38.75,-1.75
PHUN,113077000,-10.30%,112145000,932000,,-47.53%,-85.87%,-15.64%,205.92%,-25.00%,-9.36%,113.22%,-20.30%,166.10%,127560,-12.85%,-88.88%,-412640,0.06,2,,1.34,2.54000,176806,38.37,37.23,43.77,-0.94
IKNA,124386000,-10.40%,116865000,7521000,-29.06%,2.49%,-29.96%,,284.60%,-35.30%,-37.54%,-20.83%,-31.70%,-16.38%,,-44.19%,-30.14%,-4923400,,1,,,1.06000,17085,31.87,28.10,27.65,-1.02
TBMC,866822,33.02%,-1662623,2529445,,269.84%,686.56%,,-3.26%,-6.30%,4.43%,,0.40%,,,17.87%,,,,1,,,11.33000,124,83.59,73.38,87.32,0.04
DOMH,7459000,-2.90%,4309000,3150000,-81.63%,,-11.22%,,8.13%,-50.10%,-55.32%,-28.66%,-44.90%,-32.12%,449607,-35.21%,-30.20%,-810286,0.25,2,,-1.90,3.55000,200493,40.56,49.80,44.08,-3.88
SELX,7539968,1.58%,3402063,4137906,560.50%,,,,6.73%,-50.20%,3.90%,,-31.70%,,25998,-26.84%,,-76658,0.11,1,,5.37,1.35040,3117,45.20,44.82,57.25,-0.04
NVA,2527005,79.38%,-5304155,7831160,,,,,-10.41%,-9.30%,-7.75%,,-7.80%,,,-8.34%,,,-0.02,2,,2.72,10.00000,8615,42.43,47.76,0.00,-3.02
PED,4303000,-8.80%,4075000,228000,-77.66%,5.35%,-27.85%,-10.50%,8.30%,16.50%,3.97%,-5.74%,14.90%,-3.04%,2636867,13.73%,-2.98%,1185933,0.33,6,,1.68,0.55000,238429,27.47,27.41,34.47,0.20
MIST,69695000,1.44%,14898000,54797000,4.71%,328.19%,5.84%,154.42%,39.44%,-152.30%,-56.31%,-62.19%,-48.40%,-94.72%,,-61.97%,-50.76%,-1258152,,1,,,0.75000,814994,32.13,33.81,36.01,-0.67
WPRT,37646000,-10.81%,-15138000,52784000,,-18.61%,-36.27%,-4.49%,-30.02%,-14.90%,-8.35%,-15.74%,-6.90%,-11.88%,200331,-9.71%,-5.50%,-14474,0.95,5,4.04,-3.95,2.78000,22222,33.04,31.98,35.20,-1.27
HSPO,402754,,402754,,,,,,0.81%,,,,,,,,,,,1,,,11.88120,117,59.78,69.87,96.73,-0.23
SMXT,8411304,-1.52%,-26431216,34842520,,-10.46%,-16.81%,,-52.19%,,-815.78%,-40.61%,-74.60%,,302459,-167.50%,,-460031,0.49,3,15.64,-5.73,1.08000,45506,43.29,43.18,39.19,-0.79
LRFC,15015000,7.76%,-88959000,103974000,,-5.40%,2.42%,-17.53%,-183.03%,,,4.79%,,,,,,,0.11,5,,,18.59000,29579,15.40,21.84,35.77,-0.01
JG,16343838,-15.06%,13495112,2848725,-10.57%,-48.21%,349.46%,-38.14%,456.86%,-10.00%,0.44%,-39.89%,-2.00%,-50.48%,116741,-11.15%,-17.74%,-2602,0.90,4,,-3.11,8.09000,19483,39.91,51.55,46.52,-0.16
PRTS,36397000,-5.65%,-4929000,41326000,,-3.78%,8.39%,21.14%,-10.17%,-41.10%,-32.60%,-8.88%,-17.30%,-12.66%,401668,-32.12%,-5.30%,-27695,2.51,2,3.58,1.16,0.83540,211316,40.05,40.07,31.74,-0.71
SER,3672000,-97.66%,3404000,268000,-18.45%,-72.72%,-92.22%,-32.80%,6.80%,,-243.58%,-650.34%,-124.70%,116.96%,4308,-1875.47%,-151.96%,-857000,0.01,0,,-9.01,4.90000,152,51.54,45.32,33.81,-1.51
CHGG,315724000,-19.30%,-188734000,504458000,,-33.18%,-18.36%,-11.33%,-400.54%,-196.20%,-201.34%,-20.86%,-71.00%,-33.50%,485896,-105.69%,,-658590,0.52,6,,-3.41,0.46220,3298075,24.81,21.94,29.02,-8.10
GROV,24304000,-52.97%,2219000,22085000,-58.20%,-37.51%,-75.34%,,4.89%,-9657.40%,-38.49%,-54.95%,-25.70%,,490181,-166.57%,,-68125,1.85,4,3.91,-10.69,1.10000,49705,21.02,33.97,19.23,-0.76
FSEA,7100000,-34.26%,-45168000,52268000,,21.06%,-43.80%,-4.62%,-86.96%,-0.80%,,-0.29%,-0.10%,-2.18%,211653,-0.45%,-0.28%,-6840,0.03,0,,,10.93340,14532,43.52,62.71,60.28,-0.12
LODE,2484121,-45.67%,-6493547,8977668,,-19.99%,-16.01%,10.65%,-12.95%,-77.10%,-60.52%,-25.75%,-52.70%,-21.70%,65569,-58.87%,-15.28%,-1159162,0.03,2,,-5.92,1.91000,6446,31.92,39.62,41.75,-3.21
GORO,1628000,,1628000,,-73.97%,,,,3.90%,-92.50%,-35.95%,-41.97%,-34.90%,-22.24%,130409,-173.15%,-8.46%,-112105,0.41,1,10.62,-1.17,0.43645,6662826,45.46,54.31,42.84,-0.61
MDBH,21281233,-67.39%,20569730,711503,316.24%,,-70.55%,,42.64%,28.20%,,-64.10%,25.30%,,53932,-40.39%,,292302,0.05,2,,,4.84800,1780,28.04,31.50,32.99,0.81
SHIM,35795000,-55.34%,10330000,25465000,-46.30%,,-43.00%,,22.02%,-7115.20%,-3341.25%,,-38.30%,,400197,,,-103957,1.47,3,,-0.47,1.40000,13886,30.48,36.10,26.01,-4.10
ACRV,179678000,-9.17%,176033000,3645000,42.85%,-13.48%,-21.51%,,373.08%,-46.20%,-44.91%,1.06%,-42.30%,,,-49.44%,,-1032769,,2,,,1.53000,165934,24.01,26.33,34.60,-2.38
STRO,317753000,-6.88%,294599000,23154000,-14.07%,-26.10%,-31.16%,18.58%,560.05%,-224.10%,-78.07%,-100.11%,-52.50%,-80.20%,200139,-351.93%,-30.00%,-733745,0.14,1,,-3.64,0.57200,1400745,31.07,27.42,32.75,-2.96
NTZ,37642574,,-77171196,114813769,,38.39%,2.57%,58.40%,-826.21%,-20.50%,-2.85%,-6.45%,-4.50%,-14.42%,101793,-9.69%,-3.88%,-4978,0.93,3,3.27,0.88,4.35000,569,44.97,46.20,38.39,-1.61
CFSB,28829000,-0.20%,17646000,11183000,,238.63%,-44.14%,,35.38%,-0.10%,,1.71%,,,276370,-0.15%,,-1778,0.02,2,,,7.65000,726,48.93,56.81,48.24,-0.01
FSI,10031971,15.52%,-780036,10812007,,30.32%,7.68%,6.05%,-1.64%,8.30%,9.35%,11.16%,5.20%,13.82%,831193,8.82%,8.50%,66055,0.66,6,2.27,3.33,3.78000,921,31.07,42.45,53.10,0.24
SQNS,62093000,-88.82%,51125000,10968000,,-43.43%,-85.78%,-26.47%,1070.28%,285.50%,131.71%,-16.59%,40.50%,-195.52%,139250,98.56%,-18.94%,216061,0.26,4,1.92,3.12,1.90000,24115,35.10,37.13,38.66,2.27
NOTV,38043000,0.45%,-409065000,447108000,,16.20%,4.34%,69.87%,-452.35%,-66.20%,-13.84%,-14.34%,-15.40%,-36.68%,228971,-15.00%,-11.56%,-58162,0.60,1,9.06,-0.66,1.41000,2273059,33.24,36.85,41.33,-4.61
CATO,80501000,33.78%,-65395000,145896000,,-7.50%,-4.72%,-7.05%,-129.85%,-9.90%,-6.08%,-4.81%,-4.00%,,92829,-9.05%,,-2580,1.44,1,4.17,1.62,2.56000,21283,38.83,36.83,32.59,-0.97
RCON,51837547,-4.65%,46622606,5214941,0.08%,34.99%,21.52%,25.05%,86.09%,-10.50%,-30.20%,-15.68%,-9.30%,-5.48%,48888,-14.38%,-3.94%,-35665,0.13,2,13.43,3.83,1.70000,81469,41.37,39.60,39.67,-0.53
SURG,12790389,2.34%,8198037,4592352,-10.67%,-15.75%,-15.65%,-12.50%,17.09%,-121.40%,-236.12%,27.28%,-95.50%,57.58%,468317,-209.87%,-58.94%,-351763,1.27,2,13.89,-2.95,2.33000,210456,67.38,60.93,42.38,-2.39
ISPO,35005000,-3.84%,-171058000,206063000,,149.50%,-27.10%,,-359.95%,,-10.63%,-9.99%,-3.00%,70.88%,595436,-13.68%,-11.04%,-18732,0.96,3,,-1.15,3.82000,3891,40.83,44.96,40.73,-0.91
FLNT,10694000,-7.17%,-26730000,37424000,,-11.09%,8.53%,-9.69%,-59.67%,-115.80%,-91.03%,-41.94%,-29.90%,-64.94%,919217,-37.93%,-25.76%,-105693,2.60,3,,-3.94,2.30000,1582,49.70,39.54,38.12,-1.80
KRON,114448000,-3.48%,89548000,24900000,-38.98%,-9.65%,-11.93%,118.85%,185.85%,-75.00%,-78.91%,-49.82%,-55.40%,-51.76%,984800,-82.58%,-40.64%,-8607900,0.06,3,,-7.15,0.77770,114808,31.69,35.52,28.33,-1.43
VNRX,3264429,-1.12%,-2556156,5820585,,13.16%,-0.64%,8.13%,-5.08%,,-1655.14%,87.22%,-197.60%,275.30%,11214,,-128.34%,-245162,0.09,1,,-43.03,0.49100,14129,42.66,40.05,34.65,-0.31
XPL,5926000,-16.67%,5876000,50000,-38.66%,-11.45%,-43.82%,0.82%,12.39%,-21.90%,-23.68%,-15.06%,-21.40%,-14.02%,,-26.82%,-13.72%,-766857,,2,,,0.58000,70700,42.58,40.78,45.34,-0.07
SACH,18066000,-6.79%,-287217000,305283000,,10.12%,-20.23%,39.79%,-562.12%,-20.20%,,5.92%,-7.80%,2.42%,1796875,,1.28%,-1371094,0.10,3,,,1.00500,768907,46.66,32.10,28.14,-0.93
VTSI,18040827,-1.26%,9784983,8255844,-2.74%,-4.13%,-6.07%,41.18%,20.59%,3.00%,4.03%,7.38%,2.00%,11.28%,237395,2.24%,6.62%,12285,0.40,6,0.51,2.87,4.18000,59877,34.25,29.80,41.99,0.12
GMM,11068560,121.30%,5092281,5976279,,,239.55%,,11.09%,36.40%,28.77%,1.42%,28.10%,,880020,12.35%,,258242,0.96,4,,3.93,2.68180,39027,33.17,27.97,0.00,6.37
MDIA,7673000,4.17%,-117816000,125489000,,1.79%,485.52%,56.00%,-242.38%,-7.30%,2.40%,,-1.30%,,597379,-13.69%,,-24052,0.32,1,,0.24,1.00170,18465,38.91,41.71,43.77,-0.41
IDN,4666000,,4666000,,-48.04%,,,,9.67%,-5.30%,-4.99%,-19.14%,-4.30%,-17.78%,392098,-6.58%,-14.32%,-18000,0.93,2,,1.29,2.36000,38627,42.86,45.27,45.54,-0.05
CLST,44295000,-67.61%,34737000,9558000,,1.96%,-50.68%,-17.49%,71.81%,-3.80%,,-0.28%,-1.10%,-0.28%,105592,-4.44%,-0.08%,-63041,0.02,2,,,11.10000,3060,35.32,34.06,39.67,-0.78
PVL,1533284,,1533284,,60.05%,,,,3.25%,19.45%,,10.23%,19.33%,14.76%,,-13214.53%,14.75%,,0.10,2,,,1.40480,20391,39.98,43.67,42.99,0.09
GUTS,67464000,-0.68%,4964000,62500000,,,-27.65%,,10.15%,-120.60%,-77.79%,,-51.70%,,869,-102.87%,,-658234,0.00,4,0.68,-6.53,0.94730,424761,26.43,30.75,6.25,-1.62
LOOP,323000,13.61%,-5235000,5558000,,9.75%,67.66%,-1.13%,-11.30%,-506.20%,791.88%,-88.85%,-183.30%,-81.74%,2250,,-65.58%,-482714,0.01,3,,-77.89,0.97200,17058,38.90,38.42,33.90,-0.56
FORL,1280,,-310220,311500,,,,,-0.68%,,-33.73%,,,,,,,,,1,,,11.34000,2,38.46,62.69,88.20,0.10
CYCC,3137000,,3137000,,-6.11%,,,,6.95%,,551.70%,-732.58%,-188.20%,79.88%,3583,,-98.24%,-934333,0.01,1,,-156.39,0.22200,26199,34.85,30.86,29.77,-2.09
APT,18636000,-2.33%,9861000,8775000,-36.50%,48.12%,81.00%,22.21%,21.59%,6.30%,7.11%,13.13%,5.40%,16.52%,441527,3.80%,14.04%,29992,0.79,5,1.63,5.06,4.25000,1046,26.35,29.62,39.79,0.35
CCEL,3496143,10.26%,-9437777,12933920,,66.13%,18.70%,7.63%,-21.03%,-3.70%,10.84%,1977.93%,0.60%,104.80%,371931,-177.04%,0.36%,4676,0.51,8,1.37,0.20,5.67000,391,37.87,35.60,44.27,0.05
CNF,244264680,6.62%,-1061222230,1305486910,,10.55%,26.46%,-5.61%,-46328.55%,4.20%,,1.78%,1.10%,5.60%,106955,1.24%,1.42%,25917,0.04,2,,,0.66800,32550,28.00,35.11,33.43,0.33
SCLX,3272000,-55.85%,-41486000,44758000,,-33.87%,-65.16%,,-70.84%,,42.50%,272.91%,-74.80%,,538952,,,-693400,0.58,5,5.02,-13.08,0.24990,1889583,38.35,32.89,29.95,-0.61
BLUE,62305000,-2.78%,-292563000,354868000,,58.23%,7.43%,13.19%,-644.03%,-656.30%,-157.14%,-69.37%,-45.80%,-200.10%,337931,-83.65%,-44.02%,-970625,0.16,2,2.03,-15.45,4.67000,94707,50.71,37.09,29.28,-24.84
OPHC,93630000,25.49%,40856000,52774000,,38.38%,-32.21%,25.65%,92.47%,14.30%,,5.41%,1.40%,9.10%,508096,8.42%,0.94%,179781,0.04,4,,,3.89000,15203,39.40,35.51,43.82,1.33
VOC,1446956,,1446956,,11.99%,,,,3.03%,112.42%,,,112.42%,70.15%,,37.53%,70.15%,,1.16,2,,,2.68000,63583,33.50,21.58,27.55,0.73
TCBS,23010000,-21.07%,-26868000,49878000,,21.85%,-35.14%,9.88%,-54.85%,-2.50%,,0.16%,-0.30%,0.54%,156552,-1.75%,0.08%,-19478,0.02,2,,,16.00000,2182,47.41,58.31,58.52,-0.44
BDL,27322000,-1.80%,-22000000,49322000,,0.63%,-2.27%,1.62%,-49.30%,5.40%,3.83%,5.45%,2.30%,10.50%,97208,5.28%,4.04%,1659,1.34,6,18.92,2.47,24.50000,112,38.87,41.18,42.30,1.77
ICCC,3758232,-2.79%,-11341536,15099768,,13.69%,-9.53%,12.39%,-25.58%,-8.50%,-5.28%,-5.19%,-4.90%,-8.40%,353242,-3.85%,-5.24%,-28755,0.61,6,2.49,1.79,5.06500,93596,50.80,54.85,49.21,-0.26
CLIK,221047,-10.56%,-342513,563560,,,,,-0.75%,496.60%,84.49%,,50.70%,,404081,78.19%,,57332,3.57,2,,34.50,3.05000,2957777,66.91,71.60,0.00,0.05
ICAD,17206000,-12.77%,16844000,362000,-20.58%,-32.07%,-21.48%,-56.21%,36.64%,-18.50%,-18.37%,-23.87%,-14.60%,-32.64%,297091,-21.58%,-20.74%,-85091,0.51,3,3.55,-6.59,1.67000,121072,31.59,41.42,43.67,-0.21
PODC,572000,,572000,,-59.29%,,,,1.31%,-36.30%,-37.31%,,-24.70%,,1081087,-38.53%,,-123196,2.17,3,,3.93,1.82000,73832,54.12,48.18,54.01,-0.23
CVU,5490963,-5.74%,-15026092,20517055,,-15.65%,-18.62%,-10.28%,-32.76%,13.50%,16.22%,24.53%,4.70%,-60.12%,399403,10.76%,10.68%,16253,1.17,7,54.22,1.48,3.47000,1018,42.87,44.38,50.38,0.26
PMVP,169454000,-91.03%,168264000,1190000,-11.72%,-52.63%,-91.04%,,372.41%,-29.30%,-42.28%,-27.86%,-26.40%,-25.66%,,-48.20%,-22.02%,-1249128,,1,,,0.87000,67289,20.61,22.67,30.85,-1.14
ONCY,11326329,,10570387,755941,-56.86%,17.55%,151.54%,16.01%,23.54%,-225.20%,-293.09%,-177.98%,-114.00%,-114.44%,,-496.41%,-73.16%,-786458,,1,,,0.50010,212199,32.91,28.15,33.97,-0.28
ARTV,185686000,-4.10%,171332000,14354000,386.50%,,-65.83%,,353.39%,-1195.80%,-33.13%,,-43.50%,,2820,-33.47%,,-734528,0.00,2,,-0.40,1.84000,163452,31.99,29.27,0.00,-5.81
MSW,1257540,14.95%,-6828102,8085642,,,,,-15.17%,336.90%,70.18%,,23.10%,,861647,31.60%,,72706,2.73,4,,5.62,3.45000,3192,34.27,43.01,0.00,0.17
OSS,10011158,-5.18%,7176487,2834671,-5.40%,-8.71%,-33.06%,4.37%,16.66%,-41.10%,-44.66%,-12.81%,-30.90%,,497221,-44.51%,,-123948,1.24,2,2.69,2.93,2.09000,43461,36.65,38.64,42.85,-0.65
IMRX,36144720,-1.84%,31981863,4162857,-60.61%,-8.11%,-6.72%,,69.08%,-100.00%,-135.00%,-38.02%,-85.30%,-25.64%,,-140.66%,-53.34%,-924797,,1,,,1.24000,152554,28.83,36.60,39.83,-2.04
QNCX,40784000,-4.13%,26069000,14715000,-57.48%,227.22%,7.02%,,58.08%,-115.80%,-52.93%,-65.12%,-42.50%,-61.12%,,-118.81%,-42.46%,-1578556,,1,,,1.01000,188647,24.65,34.41,39.72,-1.31
CUE,22611000,-6.69%,13735000,8876000,-59.57%,-4.07%,-39.60%,8.90%,31.74%,-172.10%,-215.53%,-86.18%,-93.90%,-99.76%,226512,-157.35%,-65.48%,-992049,0.21,3,,-16.47,0.71880,69154,33.83,38.62,35.64,-0.72
FATBB,79372000,3.33%,-1348599000,1427971000,,144.07%,23.17%,132.95%,-3056.38%,,0.21%,-2.47%,-7.30%,91.50%,73865,,-7.52%,-13504,0.40,2,46.70,-0.03,2.41480,2381,39.86,38.14,39.17,-11.60
DTIL,108881000,-0.86%,78836000,30045000,-18.98%,48.83%,-3.91%,,165.30%,12.30%,7.37%,-85.93%,4.50%,-101.02%,636074,-30.27%,-29.82%,66361,0.43,3,,-3.17,4.23000,163550,37.90,34.95,32.30,1.04
CNTY,98769000,4.22%,-964293000,1063062000,,29.05%,4.17%,16.18%,-2174.95%,-235.00%,0.25%,42.99%,-9.90%,-55.96%,141608,,-3.10%,-31515,0.45,2,76.47,0.41,1.44500,77412,25.60,27.10,34.24,-4.19
CTOR,112,,-3799999,3800111,,,187.89%,,-8.56%,-69.60%,-36.54%,,-26.00%,,,-39.83%,,,,3,,,0.61910,128995,39.23,39.50,9.46,-0.19
FAT,48622000,1.87%,-1425977000,1474599000,,13.36%,6.71%,117.07%,-3481.53%,,-7.27%,-6.79%,-14.10%,105.56%,83109,-5.13%,-10.06%,-26623,0.44,2,49.90,-0.40,2.48000,56064,33.44,34.16,39.71,-11.60
TYGO,19902000,4.83%,-22219000,42121000,,64.80%,23.33%,,-46.37%,-178.10%,-91.79%,-21.73%,-65.40%,-29.34%,385814,-102.95%,-22.26%,-448186,0.56,1,1.39,-3.19,0.71200,23893,41.46,37.88,33.00,-1.04
